ID	Category	Pattern	Theme	Content	Color
1514	ספקטרום הנחיצות	יודעת שכדאי...	סקסי	יודעת שכדאי לתת לגוף לדבר... את יודעת שהמילים מיותרות עכשיו, וכדאי לך לתת לחושניות להוביל.	#FFCC80
1515	ספקטרום הנחיצות	יודעת שכדאי...	פראיות	יודעת שכדאי לך לאבד שליטה... את יודעת שהראש רק מפריע, וכדאי לך לתת לגוף לעשות את שלו.	#FFCC80
1516	ספקטרום הנחיצות	יודעת שכדאי...	פראיות	יודעת שכדאי לתת לאינסטינקט להוביל... את יודעת שהוא חכם ממך, וכדאי לך לסמוך על החיה שבך.	#FFCC80
1517	ספקטרום הנחיצות	יודעת שכדאי...	שמחה	יודעת שכדאי לך להיות שמחה... את יודעת שהעולם יפה יותר ככה, וכדאי לך לפתוח את העיניים לטוב.	#FFCC80
1518	ספקטרום הנחיצות	יודעת שכדאי...	שמחה	יודעת שכדאי לפתוח את הלב... את יודעת שזה מרפא, וכדאי לך לתת לאור הזה להיכנס פנימה.	#FFCC80
1519	ספקטרום הנחיצות	יודעת שכדאי...	בטחון ומוגנות	יודעת שכדאי לך לסמוך עלי... את מרגישה את זה בבטן, שזה המקום הבטוח שלך להירגע בו.	#FFCC80
1520	ספקטרום הנחיצות	יודעת שכדאי...	בטחון ומוגנות	יודעת שכדאי לך להרפות לתוך הידיים שלי... את יודעת ששום דבר רע לא יקרה, וכדאי לך פשוט לנוח.	#FFCC80
1521	ספקטרום הנחיצות	יכולה...	רגיעה	את יכולה להרגיש איך הגוף שלך נהיה כבד ונעים, ואת יכולה פשוט להפסיק להחזיק אותו ולתת לו לשקוע.	#FFCC80
1522	ספקטרום הנחיצות	יכולה...	רגיעה	את יכולה לנשום את השקט הזה עמוק פנימה, ואת יכולה לתת לו לשטוף ממך את כל הרעש של היום.	#FFCC80
1523	ספקטרום הנחיצות	יכולה...	עונג	את יכולה להתמסר לזרמים האלו, ואת יכולה לתת להם לקחת אותך למקומות חדשים של הנאה שטרם הכרת.	#FFCC80
1524	ספקטרום הנחיצות	יכולה...	עונג	את יכולה להרגיש איך העונג מתפשט מקצה האצבעות ועד הראש, ואת יכולה להכפיל את התחושה הזו עכשיו.	#FFCC80
1525	ספקטרום הנחיצות	יכולה...	משחקיות	את יכולה לדמיין שאת מרחפת בתוך בועת סבון ענקית, ואת יכולה לראות איך העולם נראה צבעוני ומצחיק משם.	#FFCC80
1526	ספקטרום הנחיצות	יכולה...	משחקיות	את יכולה לתת לדמיון שלך להשתולל בלי גבולות, ואת יכולה להפוך כל מחשבה למשחק מרתק ומשעשע.	#FFCC80
1527	ספקטרום הנחיצות	יכולה...	תשוקה	את יכולה להרגיש את החום הזה מתפשט בבטן התחתונה, ואת יכולה לתת לאש הזו לבעור בעוצמה שמרעידה אותך.	#FFCC80
1528	ספקטרום הנחיצות	יכולה...	תשוקה	את יכולה להסתכל לי בעיניים ולהרגיש את המשיכה המגנטית הזו, ואת יכולה לתת לה למשוך אותך קרוב יותר.	#FFCC80
1529	ספקטרום הנחיצות	יכולה...	חופש	את יכולה לפרוש כנפיים דמיוניות ולעוף מעל הכל, ואת יכולה להרגיש את הרוח מלטפת לך את הפנים בחופשיות.	#FFCC80
1530	ספקטרום הנחיצות	יכולה...	חופש	את יכולה לשחרר כל כבל שמחזיק אותך, ואת יכולה לרוץ במרחבים הפתוחים של התודעה שלך ללא שום מעצור.	#FFCC80
1531	ספקטרום הנחיצות	יכולה...	שובבות	את יכולה לקרוץ לעצמך במראה הפנימית, ואת יכולה להחליט שעכשיו זה הזמן לעשות קצת צרות מתוקות.	#FFCC80
1532	ספקטרום הנחיצות	יכולה...	שובבות	את יכולה לחייך את החיוך הממזרי הזה שלך, ואת יכולה לדעת שרק את יודעת איזה סוד שובב מסתתר שם.	#FFCC80
1533	ספקטרום הנחיצות	יכולה...	סקסי	את יכולה להרגיש כמה הגוף שלך מזמין מגע, ואת יכולה לתת לחושניות שבך לזרום החוצה כמו בושם משכר.	#FFCC80
1534	ספקטרום הנחיצות	יכולה...	סקסי	את יכולה לנוע בקצב האיטי והמפתה הזה, ואת יכולה ליהנות מהכוח שיש לך כשאת מחוברת למיניות שלך.	#FFCC80
1535	ספקטרום הנחיצות	יכולה...	פראיות	את יכולה לשחרר את הצעקה שעצורה בך, ואת יכולה לתת לה להפוך לשאגה פראית ומשחררת שמרעידה עולמות.	#FFCC80
1536	ספקטרום הנחיצות	יכולה...	פראיות	את יכולה להסיר את כל המסכות התרבותיות, ואת יכולה להיות החיה האינסטינקטיבית שחיה מתחת לעור.	#FFCC80
1537	ספקטרום הנחיצות	יכולה...	שמחה	את יכולה לתת ללב שלך לצחוק בקול רם, ואת יכולה להרגיש איך השמחה מדגדגת לך בכל תא בגוף.	#FFCC80
1538	ספקטרום הנחיצות	יכולה...	שמחה	את יכולה לראות את האור הזה זורח ממך, ואת יכולה להדביק את כל העולם באנרגיה הקורנת והמאושרת שלך.	#FFCC80
1539	ספקטרום הנחיצות	יכולה...	בטחון ומוגנות	את יכולה להישען אחורה בבטחה גמורה, ואת יכולה לדעת שיש מי שמחזיק אותך ולא ייתן לך ליפול לעולם.	#FFCC80
1540	ספקטרום הנחיצות	יכולה...	בטחון ומוגנות	את יכולה לעטוף את עצמך בשמיכה של ביטחון, ואת יכולה להרגיש איך שום דבר רע לא יכול לחדור למרחב המוגן הזה.	#FFCC80
1541	ספקטרום הנחיצות	מתחשק לך...	רגיעה	מתחשק לך פשוט לעצום עיניים... מתחשק לך לתת לעולם להיעלם לכמה רגעים ולהישאר רק עם הנשימה שלך.	#FFCC80
1542	ספקטרום הנחיצות	מתחשק לך...	רגיעה	מתחשק לך להניח את הראש ולהפסיק לחשוב, מתחשק לך לצלול לתוך ים של שקט כחול ומרגיע.	#FFCC80
1543	ספקטרום הנחיצות	מתחשק לך...	עונג	מתחשק לך לגלות כמה עונג את מסוגלת להכיל... מתחשק לך לצלול לתוך התחושה המתוקה והדביקה הזאת.	#FFCC80
1544	ספקטרום הנחיצות	מתחשק לך...	עונג	מתחשק לך שהמגע הזה לא ייפסק לעולם, מתחשק לך לתת לכל הגוף להפוך לנוזל חם ורוטט של תענוג.	#FFCC80
1545	ספקטרום הנחיצות	מתחשק לך...	משחקיות	מתחשק לך לקפוץ ולרקוד כמו ילדה קטנה בגשם, מתחשק לך לצחוק על הכל ולעשות פרצופים מצחיקים למציאות.	#FFCC80
1546	ספקטרום הנחיצות	מתחשק לך...	משחקיות	מתחשק לך לצאת להרפתקה בדמיון, מתחשק לך לגלות עולמות קסומים ומוזרים שמתחבאים ממש כאן.	#FFCC80
1547	ספקטרום הנחיצות	מתחשק לך...	תשוקה	מתחשק לך להרגיש את הלב דופק מהר יותר, מתחשק לך לתת לתשוקה הזו לסחוף אותך כמו גל ענק וחם.	#FFCC80
1548	ספקטרום הנחיצות	מתחשק לך...	תשוקה	מתחשק לך לטעום את הלהט הזה, מתחשק לך להישרף באש הנעימה של הרצון ולהרגיש חיה מתמיד.	#FFCC80
1549	ספקטרום הנחיצות	מתחשק לך...	חופש	מתחשק לך לשבור את כל החוקים ולרוץ יחפה, מתחשק לך להרגיש שאין שום תקרה ושום גבול למה שאת יכולה להיות.	#FFCC80
1550	ספקטרום הנחיצות	מתחשק לך...	חופש	מתחשק לך לנשום אוויר פסגות צלול, מתחשק לך להרגיש קלה כמו נוצה שרוקדת ברוח ללא שום כיוון ומחויבות.	#FFCC80
1551	ספקטרום הנחיצות	מתחשק לך...	שובבות	מתחשק לך לעשות משהו שאסור, מתחשק לך לבדוק את הגבולות ולראות מה קורה כשמכופפים אותם קצת בחיוך.	#FFCC80
1552	ספקטרום הנחיצות	מתחשק לך...	שובבות	מתחשק לך לדגדג את המציאות, מתחשק לך להכניס קצת פלפל וצחוק למקומות הכי רציניים.	#FFCC80
1553	ספקטרום הנחיצות	מתחשק לך...	סקסי	מתחשק לך ללבוש את העור השני שלך, זה שעשוי ממשי ופיתוי, ומתחשק לך שכולם יראו כמה את זוהרת.	#FFCC80
1554	ספקטרום הנחיצות	מתחשק לך...	סקסי	מתחשק לך שמישהו יסתכל עליך במבט הזה, מתחשק לך להרגיש את החשמל באוויר כשהגוף שלך מדבר בלי מילים.	#FFCC80
1555	ספקטרום הנחיצות	מתחשק לך...	פראיות	מתחשק לך לטרוף את העולם בביס אחד, מתחשק לך לתת לצד הפרוע להשתלט ולעשות בדיוק מה שבא לו עכשיו.	#FFCC80
1556	ספקטרום הנחיצות	מתחשק לך...	פראיות	מתחשק לך לרוץ ביער חשוך וליילל לירח, מתחשק לך להרגיש את האדמה ואת הכוח הקדום זורם לך בדם.	#FFCC80
1557	ספקטרום הנחיצות	מתחשק לך...	שמחה	מתחשק לך לשיר בקולי קולות בלי לזייף, מתחשק לך שהחיוך הזה יישאר מרוח לך על הפנים כל היום.	#FFCC80
1558	ספקטרום הנחיצות	מתחשק לך...	שמחה	מתחשק לך לחבק את העולם מרוב אושר, מתחשק לך לקפוץ משמחה ופשוט לחגוג את הרגע הזה שהוא רק שלך.	#FFCC80
1559	ספקטרום הנחיצות	מתחשק לך...	בטחון ומוגנות	מתחשק לך להתכרבל בתוך פקעת חמימה, מתחשק לך לדעת ששום דבר לא מאיים עלייך ושהכל פשוט בסדר.	#FFCC80
1560	ספקטרום הנחיצות	מתחשק לך...	בטחון ומוגנות	מתחשק לך לעצור את המירוץ ולהרגיש קרקע יציבה, מתחשק לך לנשום לרווחה בידיעה שאת במקום הכי בטוח שיש.	#FFCC80
1561	ספקטרום הנחיצות	רוצה...	רגיעה	רוצה את השקט הזה יותר מהכל... רוצה שהמחשבות פשוט יתפוגגו להן כמו עשן וישאירו אותך ריקה ורגועה.	#FFCC80
1562	ספקטרום הנחיצות	רוצה...	רגיעה	רוצה לשקוע לשינה עמוקה ומרפאת, רוצה שהגוף שלך יהיה כבד ונינוח כמו אבן שצוללת לקרקעית אגם צלול.	#FFCC80
1563	ספקטרום הנחיצות	רוצה...	עונג	רוצה עוד מהמגע הזה... רוצה שהתחושה תגדל ותמלא כל חלק בך עד שתהפכי לכולך רטט אחד של עונג.	#FFCC80
1564	ספקטרום הנחיצות	רוצה...	עונג	רוצה לטעום את השיא, רוצה להרגיש איך הגל הזה שוטף אותך ומציף אותך באופוריה מסחררת.	#FFCC80
1565	ספקטרום הנחיצות	רוצה...	משחקיות	רוצה לשחק תופסת עם המחשבות, רוצה להפוך את הכל לבדיחה אחת גדולה וצבעונית שכיף להיות בתוכה.	#FFCC80
1566	ספקטרום הנחיצות	רוצה...	משחקיות	רוצה להפתיע את עצמך, רוצה לגלות איזה שטויות מצחיקות הדמיון שלך יכול להמציא כשנותנים לו דרור.	#FFCC80
1567	ספקטרום הנחיצות	רוצה...	תשוקה	רוצה אותו עכשיו, רוצה להרגיש את המגע הזה שורף לך את העור, רוצה שהתשוקה תהיה הדבר היחיד שקיים.	#FFCC80
1568	ספקטרום הנחיצות	רוצה...	תשוקה	רוצה להתאחד, רוצה שהגבולות בינך לבין התשוקה יטשטשו עד שתישארי רק להבה אחת גדולה ורוטטת.	#FFCC80
1569	ספקטרום הנחיצות	רוצה...	חופש	רוצה לעוף רחוק מכאן, רוצה להשאיר את כל המטענים הכבדים מאחור ולנסוק אל השמיים הפתוחים.	#FFCC80
1570	ספקטרום הנחיצות	רוצה...	חופש	רוצה להיות הרוח עצמה, רוצה לנוע לכל כיוון בלי לבקש רשות ובלי לתת דין וחשבון לאף אחד.	#FFCC80
1571	ספקטרום הנחיצות	רוצה...	שובבות	רוצה למתוח את החבל, רוצה לראות עד כמה אפשר להשתעשע לפני שמישהו שם לב, רוצה את הריגוש האסור הזה.	#FFCC80
1572	ספקטרום הנחיצות	רוצה...	שובבות	רוצה לצחוק בפנים של הרצינות, רוצה להפוך את הסדר ולהכניס כאוס קטן ומשעשע לתוך השגרה המרובעת.	#FFCC80
1573	ספקטרום הנחיצות	רוצה...	סקסי	רוצה להרגיש נחשקת עד כאב, רוצה שהגוף שלך יהיה המוקד של כל המבטים והתשוקות בחדר.	#FFCC80
1574	ספקטרום הנחיצות	רוצה...	סקסי	רוצה לפתות, רוצה להשתמש בכל הכוח הנשי שלך כדי למגנט אליך את כל מה שאת חושקת בו.	#FFCC80
1575	ספקטרום הנחיצות	רוצה...	פראיות	רוצה לקרוע את השרשראות, רוצה לתת לכוח המתפרץ הזה לצאת החוצה ולשבור את כל הכלים.	#FFCC80
1576	ספקטרום הנחיצות	רוצה...	פראיות	רוצה להיות ציידת, רוצה להרגיש את הדם פועם ברקות ואת האינסטינקט החד שמוביל אותך אל המטרה.	#FFCC80
1577	ספקטרום הנחיצות	רוצה...	שמחה	רוצה שהלב יתפוצץ מאהבה, רוצה להרגיש איך האור הזה ממלא אותך מבפנים ופורץ החוצה בצחוק מתגלגל.	#FFCC80
1578	ספקטרום הנחיצות	רוצה...	שמחה	רוצה לרקוד עד אור הבוקר, רוצה שהשמחה תהיה הדלק שמניע אותך ותצבע את הכל בצבעים עזים.	#FFCC80
1579	ספקטרום הנחיצות	רוצה...	בטחון ומוגנות	רוצה בית, רוצה את התחושה החמימה והמוכרת הזו של להיות עטופה ומוגנת מכל משמר.	#FFCC80
1580	ספקטרום הנחיצות	רוצה...	בטחון ומוגנות	רוצה שקט נפשי אמיתי, רוצה לדעת שמישהו שומר עלייך ושאת יכולה פשוט להיות קטנה ומוחזקת.	#FFCC80
1581	ספקטרום הנחיצות	מרגישה דחף...	רגיעה	מרגישה דחף בלתי נשלט לעצום את העיניים... העפעפיים פשוט נמשכים מטה וכבדים כמו עופרת נעימה.	#FFCC80
1582	ספקטרום הנחיצות	מרגישה דחף...	רגיעה	מרגישה דחף עמוק להרפות את השרירים, הגוף פשוט דורש את זה, הוא מושך אותך למטה אל המזרון הרך.	#FFCC80
1583	ספקטרום הנחיצות	מרגישה דחף...	עונג	מרגישה דחף לתת לגוף לנוע... דחף לתת לקול לצאת ולבטא את העונג שגואה בך ומבקש פורקן.	#FFCC80
1584	ספקטרום הנחיצות	מרגישה דחף...	עונג	מרגישה דחף שמשתלט עלייך להתמסר לחלוטין, לתת לזרמים האלו לקחת אותך לאן שהם רוצים בלי להתנגד.	#FFCC80
1585	ספקטרום הנחיצות	מרגישה דחף...	משחקיות	מרגישה דחף לקפוץ בתוך שלוליות, דחף ילדותי ומתוק פשוט להשתולל ולשכוח מכל הנימוסים והכללים.	#FFCC80
1586	ספקטרום הנחיצות	מרגישה דחף...	משחקיות	מרגישה דחף לצייר מחוץ לקווים, דחף ליצור עולם הפוך ומצחיק שבו הכל אפשרי והכל משחק.	#FFCC80
1587	ספקטרום הנחיצות	מרגישה דחף...	תשוקה	מרגישה דחף חייתי להיצמד, דחף שבוער בעורקים ומבקש מגע עור בעור עכשיו ומיד.	#FFCC80
1588	ספקטרום הנחיצות	מרגישה דחף...	תשוקה	מרגישה דחף לטרוף את הרגע, התשוקה עולה בגרון ודורשת שתקחי את מה ששלך בלי לחכות ובלי להסס.	#FFCC80
1589	ספקטרום הנחיצות	מרגישה דחף...	חופש	מרגישה דחף לפרוץ את הדלתות, דחף שאי אפשר לעצור לצאת אל המרחב הפתוח ולנשום את האוויר של החופש.	#FFCC80
1590	ספקטרום הנחיצות	מרגישה דחף...	חופש	מרגישה דחף להשיל את הבגדים והמסכות, דחף להיות עירומה וטהורה מול הטבע ומול עצמך.	#FFCC80
1591	ספקטרום הנחיצות	מרגישה דחף...	שובבות	מרגישה דחף למשוך בצמות של המציאות, דחף שובב להציק קצת ולראות מה קורה כשמערבבים את הקלפים.	#FFCC80
1592	ספקטרום הנחיצות	מרגישה דחף...	שובבות	מרגישה דחף להסתיר סוד קטן בכיס, דחף לחייך לעצמך ולדעת שאת עושה משהו שאף אחד לא מצפה לו.	#FFCC80
1593	ספקטרום הנחיצות	מרגישה דחף...	סקסי	מרגישה דחף לקמר את הגב, דחף שזורם בעמוד השדרה ומבקש ממך להציג את הגוף שלך במלוא תפארתו.	#FFCC80
1594	ספקטרום הנחיצות	מרגישה דחף...	סקסי	מרגישה דחף ללחוש מילים מלוכלכות, דחף שהשפתיים לא יכולות לעצור, לתת למיניות לדבר בקול רם.	#FFCC80
1595	ספקטרום הנחיצות	מרגישה דחף...	פראיות	מרגישה דחף לנשוך, דחף פרימיטיבי ועוצמתי לסמן טריטוריה ולהרגיש את הכוח של הלסתות והגוף.	#FFCC80
1596	ספקטרום הנחיצות	מרגישה דחף...	פראיות	מרגישה דחף לרוץ עד כלות הנשימה, דחף לתת לאנרגיה הפראית הזו להתפרק בתנועה סוערת וחסרת מעצורים.	#FFCC80
1597	ספקטרום הנחיצות	מרגישה דחף...	שמחה	מרגישה דחף לחבק כל אדם שאת רואה, דחף של אהבה שפשוט גולש ממך ומבקש להתחבר ולשמוח ביחד.	#FFCC80
1598	ספקטרום הנחיצות	מרגישה דחף...	שמחה	מרגישה דחף לשיר בקול גדול, דחף לתת לאושר להדהד בחלל ולמלא את העולם בצלילים של אור.	#FFCC80
1599	ספקטרום הנחיצות	מרגישה דחף...	בטחון ומוגנות	מרגישה דחף להתכרבל בתנוחת עובר, דחף לחזור למקום הכי ראשוני ומוגן ולהתנתק מהעולם החיצון.	#FFCC80
1600	ספקטרום הנחיצות	מרגישה דחף...	בטחון ומוגנות	מרגישה דחף לאחוז ביד חזקה, דחף פיזי להרגיש את הביטחון זורם אליך ממגע יציב ותומך.	#FFCC80
1601	דרך השלילה	את ממש לא צריכה לשם לב ל...	רגיעה	את ממש לא צריכה לשם לב לכובד הנעים שמשתלט על העפעפיים שלך ולרצון שלהם להיעצם.	#EF9A9A
1602	דרך השלילה	את ממש לא צריכה לשם לב ל...	רגיעה	את ממש לא צריכה לשם לב איך הנשימה שלך הופכת עמוקה ואיטית יותר מרגע לרגע.	#EF9A9A
1603	דרך השלילה	את ממש לא צריכה לשם לב ל...	עונג	את ממש לא צריכה לשם לב לזרמים הקטנים של העונג שמתחילים להתפשט בגב התחתון שלך.	#EF9A9A
1604	דרך השלילה	את ממש לא צריכה לשם לב ל...	עונג	את ממש לא צריכה לשם לב איך כל נגיעה קטנה הופכת פתאום למרכז העולם שלך.	#EF9A9A
1605	דרך השלילה	את ממש לא צריכה לשם לב ל...	משחקיות	את ממש לא צריכה לשם לב לדמיון שלך שמתחיל להשתולל ולקחת אותך למחוזות צבעוניים.	#EF9A9A
1606	דרך השלילה	את ממש לא צריכה לשם לב ל...	משחקיות	את ממש לא צריכה לשם לב לחיוך הקטן שעולה לך בזווית הפה כשאת חושבת על המשחק הזה.	#EF9A9A
1607	דרך השלילה	את ממש לא צריכה לשם לב ל...	תשוקה	את ממש לא צריכה לשם לב לחום הזה שמתפשט בבטן ודורש עוד ועוד מגע.	#EF9A9A
1608	דרך השלילה	את ממש לא צריכה לשם לב ל...	תשוקה	את ממש לא צריכה לשם לב איך הדופק שלך מאיץ רק מעצם המחשבה על מה שיקרה.	#EF9A9A
1609	דרך השלילה	את ממש לא צריכה לשם לב ל...	חופש	את ממש לא צריכה לשם לב לתחושה שהגוף שלך הופך קל כמו נוצה ומשוחרר מכבלים.	#EF9A9A
1610	דרך השלילה	את ממש לא צריכה לשם לב ל...	חופש	את ממש לא צריכה לשם לב איך המרחב סביבך נפתח ומזמין אותך לעוף.	#EF9A9A
1611	דרך השלילה	את ממש לא צריכה לשם לב ל...	שובבות	את ממש לא צריכה לשם לב למחשבות הממזריות שמתגנבות לראש שלך עכשיו.	#EF9A9A
1612	דרך השלילה	את ממש לא צריכה לשם לב ל...	שובבות	את ממש לא צריכה לשם לב לרצון לעשות משהו קצת אסור ומשעשע.	#EF9A9A
1613	דרך השלילה	את ממש לא צריכה לשם לב ל...	סקסי	את ממש לא צריכה לשם לב איך הגוף שלך מתקמר ומזמין מגע באופן לא מודע.	#EF9A9A
1614	דרך השלילה	את ממש לא צריכה לשם לב ל...	סקסי	את ממש לא צריכה לשם לב לריח המיוחד הזה שמעורר בך את האינסטינקטים הכי עמוקים.	#EF9A9A
1615	דרך השלילה	את ממש לא צריכה לשם לב ל...	פראיות	את ממש לא צריכה לשם לב לשרירים שנדרכים ומוכנים לזנק כמו חיה בטבע.	#EF9A9A
1616	דרך השלילה	את ממש לא צריכה לשם לב ל...	פראיות	את ממש לא צריכה לשם לב לקול הפראי שרוצה לצאת מגרונך כשאף אחד לא שומע.	#EF9A9A
1617	דרך השלילה	את ממש לא צריכה לשם לב ל...	שמחה	את ממש לא צריכה לשם לב איך הלב שלך מתרחב ומתמלא באור זהוב של אושר.	#EF9A9A
1618	דרך השלילה	את ממש לא צריכה לשם לב ל...	שמחה	את ממש לא צריכה לשם לב לצחוק המתגלגל שרוצה לפרוץ החוצה בלי שום סיבה.	#EF9A9A
1619	דרך השלילה	את ממש לא צריכה לשם לב ל...	בטחון ומוגנות	את ממש לא צריכה לשם לב לתחושת היציבות של הקרקע שמחזיקה אותך בבטחה.	#EF9A9A
1620	דרך השלילה	את ממש לא צריכה לשם לב ל...	בטחון ומוגנות	את ממש לא צריכה לשם לב לעובדה ששום דבר רע לא יכול לחדור למרחב המוגן הזה.	#EF9A9A
1621	דרך השלילה	את לא חייבת...	רגיעה	את לא חייבת להרפות את הכתפיים עכשיו, הן יכולות להישמט למטה בזמן שלהן.	#EF9A9A
1622	דרך השלילה	את לא חייבת...	רגיעה	את לא חייבת להרגיש את השקט הזה ממלא אותך, את יכולה פשוט לתת לו להיות שם ברקע.	#EF9A9A
1623	דרך השלילה	את לא חייבת...	עונג	את לא חייבת להתענג על התחושה הזו, את יכולה פשוט לתת לה לעבור דרכך כמו גל חם.	#EF9A9A
1624	דרך השלילה	את לא חייבת...	עונג	את לא חייבת ליהנות מזה כל כך, מותר לך סתם להרגיש ממש ממש טוב.	#EF9A9A
1625	דרך השלילה	את לא חייבת...	משחקיות	את לא חייבת לדמיין שאת בארץ הפלאות, את יכולה פשוט לתת למציאות להפוך לקסומה מעצמה.	#EF9A9A
1626	דרך השלילה	את לא חייבת...	משחקיות	את לא חייבת להשתתף במשחק, את יכולה רק לצפות בו ופתאום למצוא את עצמך משחקת.	#EF9A9A
1627	דרך השלילה	את לא חייבת...	תשוקה	את לא חייבת להודות שאת רוצה את זה, הגוף שלך כבר מספר את הסיפור הזה במקומך.	#EF9A9A
1628	דרך השלילה	את לא חייבת...	תשוקה	את לא חייבת להיכנע לתשוקה הזו, את יכולה פשוט לתת לה לסחוף אותך איתה.	#EF9A9A
1629	דרך השלילה	את לא חייבת...	חופש	את לא חייבת לשחרר את כל המעצורים, את יכולה פשוט לתת להם ליפול מעצמם.	#EF9A9A
1630	דרך השלילה	את לא חייבת...	חופש	את לא חייבת להרגיש חופשייה, את יכולה פשוט לשכוח שיש בכלל גבולות.	#EF9A9A
1631	דרך השלילה	את לא חייבת...	שובבות	את לא חייבת להיות שובבה, את יכולה פשוט לתת לילדה שבך לעשות מה שבא לה.	#EF9A9A
1632	דרך השלילה	את לא חייבת...	שובבות	את לא חייבת לצחוק מהשטויות האלה, אלא אם כן זה פשוט בורח לך החוצה.	#EF9A9A
1633	דרך השלילה	את לא חייבת...	סקסי	את לא חייבת להרגיש סקסית, את יכולה פשוט לתת לאנרגיה הזו לזרוח ממך החוצה.	#EF9A9A
1634	דרך השלילה	את לא חייבת...	סקסי	את לא חייבת לפתות אף אחד, את יכולה פשוט להיות המגנט שאת.	#EF9A9A
1635	דרך השלילה	את לא חייבת...	פראיות	את לא חייבת להיות פראית, את יכולה פשוט להסיר את המסכה המנומסת לכמה רגעים.	#EF9A9A
1636	דרך השלילה	את לא חייבת...	פראיות	את לא חייבת לשלוט בדחפים שלך, את יכולה לתת להם להוביל אותך למקום מעניין.	#EF9A9A
1637	דרך השלילה	את לא חייבת...	שמחה	את לא חייבת להיות שמחה, את יכולה פשוט לתת לעצב להתפוגג ולהשאיר מקום לאור.	#EF9A9A
1638	דרך השלילה	את לא חייבת...	שמחה	את לא חייבת לחייך לכל העולם, אבל את בטח מרגישה איך העולם מחייך אלייך חזרה.	#EF9A9A
1639	דרך השלילה	את לא חייבת...	בטחון ומוגנות	את לא חייבת לבדוק אם את בטוחה, את יכולה פשוט לסמוך על התחושה העמוקה בבטן.	#EF9A9A
1640	דרך השלילה	את לא חייבת...	בטחון ומוגנות	את לא חייבת להחזיק את עצמך, את יכולה לתת לידיים האלו להחזיק אותך.	#EF9A9A
1641	דרך השלילה	אין צורך ל... מהר יותר מ...	רגיעה	אין צורך לשקוע לתוך השינה מהר יותר מהקצב שהעפעפיים שלך נעצמים מעצמם.	#EF9A9A
1642	דרך השלילה	אין צורך ל... מהר יותר מ...	רגיעה	אין צורך להירגע מהר יותר מהזמן שלוקח לנשימה אחת עמוקה למלא את הריאות.	#EF9A9A
1643	דרך השלילה	אין צורך ל... מהר יותר מ...	עונג	אין צורך שהעונג יתפשט מהר יותר מהקצב שבו הדם זורם ומחמם את הגוף.	#EF9A9A
1644	דרך השלילה	אין צורך ל... מהר יותר מ...	עונג	אין צורך להגיע לשיא מהר יותר ממה שהגוף שלך מבקש כדי למצות כל רגע.	#EF9A9A
1645	דרך השלילה	אין צורך ל... מהר יותר מ...	משחקיות	אין צורך להיכנס למשחק מהר יותר מהרגע שבו הסקרנות שלך כבר לא יכולה להתאפק.	#EF9A9A
1646	דרך השלילה	אין צורך ל... מהר יותר מ...	משחקיות	אין צורך שהדימיון יפתח מהר יותר מהקצב שבו העיניים שלך רואות את הצבעים משתנים.	#EF9A9A
1647	דרך השלילה	אין צורך ל... מהר יותר מ...	תשוקה	אין צורך שהתשוקה תבער מהר יותר מהזמן שלוקח לגפרור להצית מדורה ענקית.	#EF9A9A
1648	דרך השלילה	אין צורך ל... מהר יותר מ...	תשוקה	אין צורך לרצות את זה מהר יותר מהקצב שבו הלב שלך מתחיל לדפוק חזק.	#EF9A9A
1649	דרך השלילה	אין צורך ל... מהר יותר מ...	חופש	אין צורך להרגיש את החופש מהר יותר מהרגע שבו את מבינה שאין שום תקרה מעלייך.	#EF9A9A
1650	דרך השלילה	אין צורך ל... מהר יותר מ...	חופש	אין צורך לעוף מהר יותר מהקצב שבו הרוח נושאת אותך למעלה בקלילות.	#EF9A9A
1651	דרך השלילה	אין צורך ל... מהר יותר מ...	שובבות	אין צורך לעשות שטויות מהר יותר מהרגע שבו החיוך הממזרי הזה משתלט עלייך.	#EF9A9A
1652	דרך השלילה	אין צורך ל... מהר יותר מ...	שובבות	אין צורך לצחוק מהר יותר מהזמן שלוקח לבדיחה לדגדג לך את הבטן.	#EF9A9A
1653	דרך השלילה	אין צורך ל... מהר יותר מ...	סקסי	אין צורך להתגרות מהר יותר מהקצב שבו הידיים שלי מטיילות על הגוף שלך.	#EF9A9A
1654	דרך השלילה	אין צורך ל... מהר יותר מ...	סקסי	אין צורך שהחושניות תעלה מהר יותר מהזמן שלוקח לבושם להתפשט בחדר.	#EF9A9A
1655	דרך השלילה	אין צורך ל... מהר יותר מ...	פראיות	אין צורך לאבד שליטה מהר יותר מהרגע שבו האינסטינקט מחליט לקחת פיקוד.	#EF9A9A
1656	דרך השלילה	אין צורך ל... מהר יותר מ...	פראיות	אין צורך להיות פראית מהר יותר מהקצב שבו הירח המלא עולה ומעיר את הזאבה.	#EF9A9A
1657	דרך השלילה	אין צורך ל... מהר יותר מ...	שמחה	אין צורך להיות מאושרת מהר יותר מהזמן שלוקח לקרן שמש לחמם את הפנים.	#EF9A9A
1658	דרך השלילה	אין צורך ל... מהר יותר מ...	שמחה	אין צורך לשמוח מהר יותר מהרגע שבו הלב שלך מחליט לרקוד.	#EF9A9A
1659	דרך השלילה	אין צורך ל... מהר יותר מ...	בטחון ומוגנות	אין צורך להרגיש בטוחה מהר יותר מהקצב שבו הנשימה שלך מסתנכרנת עם שלי.	#EF9A9A
