ID	Category	Pattern	Type	Theme	Content	Color					
1299	Complex Equivalence	Which shows that...	Dynamic	Safety & Trust	And the body is completely relaxed... **which shows that** you feel safe... and the breathing is slow... which shows that the safety is deep... and the face is serene... which shows that you are protected	#FFAB91					
1300	Complex Equivalence	Which shows that...	Dynamic	Safety & Trust	And the tension disappeared... **which shows that** you trust... and the body is heavy... which shows that the protection is real... and the quiet is full... which shows that you can let go	#FFAB91					
1301	Complex Equivalence	And the meaning of this is...	Dynamic	Relaxation	And the breathing is deep... **and the meaning of this is** that the body begins to relax... and the calmness spreads... and the meaning of this is that you are sinking... and the quiet grows... and the meaning of this is that you are on your way to absolute serenity	#FFAB91					
1302	Complex Equivalence	And the meaning of this is...	Dynamic	Relaxation	And the face is soft... **and the meaning of this is** that the tension is leaving... and the body is heavy... and the meaning of this is that the relaxation deepens... and the eyes are closed... and the meaning of this is that you are ready for quiet	#FFAB91					
1303	Complex Equivalence	And the meaning of this is...	Dynamic	Pleasure	And the skin responds... **and the meaning of this is** that the body awakens to pleasure... and the sensations grow... and the meaning of this is that the enjoyment takes up space... and the breathing changes... and the meaning of this is that you are enjoying	#FFAB91					
1304	Complex Equivalence	And the meaning of this is...	Dynamic	Pleasure	And the body wants more... **and the meaning of this is** that the pleasure is real... and the sensations intensify... and the meaning of this is that the enjoyment grows... and the smile rises... and the meaning of this is that it's good	#FFAB91					
1305	Complex Equivalence	And the meaning of this is...	Dynamic	Playfulness	And the eyes move... **and the meaning of this is** that the image is alive... and curiosity grows... and the meaning of this is that the journey is fascinating... and the smile is there... and the meaning of this is that it's fun	#FFAB91					
1306	Complex Equivalence	And the meaning of this is...	Dynamic	Playfulness	And the imagination plays... **and the meaning of this is** that creativity flows... and surprises arrive... and the meaning of this is that it's interesting... and involvement grows... and the meaning of this is that you want more	#FFAB91					
1307	Complex Equivalence	And the meaning of this is...	Dynamic	Desire	And the heart beats fast... **and the meaning of this is** that the craving rises... and the body is warm... and the meaning of this is that the desire grows... and the breathing is deep... and the meaning of this is that the passion burns	#FFAB91					
1308	Complex Equivalence	And the meaning of this is...	Dynamic	Desire	And the eyes are dark... **and the meaning of this is** that the passion is strong... and the body is tense... and the meaning of this is that the urge rules... and the lips are open... and the meaning of this is that you want very much	#FFAB91					
1309	Complex Equivalence	And the meaning of this is...	Dynamic	Freedom	And the shoulders open... **and the meaning of this is** that the chest expands... and the breathing is free... and the meaning of this is that the chains fall... and the body is light... and the meaning of this is that you fly	#FFAB91					
1310	Complex Equivalence	And the meaning of this is...	Dynamic	Freedom	And the barriers disappear... **and the meaning of this is** that the space opens... and the fears leave... and the meaning of this is that the freedom comes... and the lightness is there... and the meaning of this is that you are released	#FFAB91					
1311	Complex Equivalence	And the meaning of this is...	Dynamic	Mischief	And the lips curve... **and the meaning of this is** that the mischief awakens... and the eyes sparkle... and the meaning of this is that the fun begins... and laughter is close... and the meaning of this is that you are enjoying	#FFAB91					
1312	Complex Equivalence	And the meaning of this is...	Dynamic	Mischief	And the body moves... **and the meaning of this is** that the tickle works... and the smile grows... and the meaning of this is that the lightness is there... and the breathing changes... and the meaning of this is that you are happy	#FFAB91					
1313	Complex Equivalence	And the meaning of this is...	Dynamic	Sexy	And the skin gets goosebumps... **and the meaning of this is** that the sensitivity rises... and the breathing is deep... and the meaning of this is that sensuality awakens... and the body demands... and the meaning of this is that you are alive	#FFAB91					
1314	Complex Equivalence	And the meaning of this is...	Dynamic	Sexy	And the lips part... **and the meaning of this is** that the body invites... and the eyes are half closed... and the meaning of this is that femininity bursts... and the heat rises... and the meaning of this is that you are tantalizing	#FFAB91					
1315	Complex Equivalence	And the meaning of this is...	Dynamic	Wildness	And the breathing is primitive... **and the meaning of this is** that the instincts speak... and the muscles are tense... and the meaning of this is that the body is ready... and control slips... and the meaning of this is that the animal comes out	#FFAB91					
1316	Complex Equivalence	And the meaning of this is...	Dynamic	Wildness	And the eyes are wild... **and the meaning of this is** that the urge rules... and the movements are fast... and the meaning of this is that wildness took over... and the power grows... and the meaning of this is that you are free	#FFAB91					
1317	Complex Equivalence	And the meaning of this is...	Dynamic	Joy	And the chest opens... **and the meaning of this is** that the heart opens... and the face illuminates... and the meaning of this is that the joy bursts... and the smile is real... and the meaning of this is that you are happy	#FFAB91					
1318	Complex Equivalence	And the meaning of this is...	Dynamic	Joy	And the eyes shine... **and the meaning of this is** that the happiness is deep... and the energy is high... and the meaning of this is that life flows... and everything glows... and the meaning of this is that you are full of joy	#FFAB91					
1319	Complex Equivalence	And the meaning of this is...	Dynamic	Safety & Trust	And the body is relaxed... **and the meaning of this is** that you feel safe... and the breathing is slow... and the meaning of this is that the safety is deep... and the face is serene... and the meaning of this is that you are protected	#FFAB91					
1320	Complex Equivalence	And the meaning of this is...	Dynamic	Safety & Trust	And the tension disappeared... **and the meaning of this is** that you trust... and the body is heavy... and the meaning of this is that the protection is real... and the quiet is full... and the meaning of this is that you can let go	#FFAB91					
1321	Complex Equivalence	...is like...	Dynamic	Relaxation	And the way you are sinking now... **is like** diving into warm water... and the relaxation that spreads... is like ice melting... and the quiet that enters... is like a soft fog surrounding you	#FFAB91					
1322	Complex Equivalence	...is like...	Dynamic	Relaxation	And the feeling of letting go... **is like** putting down a heavy load... and the way the breathing flows... is like calm waves on a beach... and this serenity... is like lying on a cloud	#FFAB91					
1323	Complex Equivalence	...is like...	Dynamic	Pleasure	And the pleasure flowing in you... **is like** warm honey spreading... and the sensations that grow... are like flowers blooming one by one... and this enjoyment... is like a warm sun on the skin	#FFAB91					
1324	Complex Equivalence	...is like...	Dynamic	Pleasure	And the way the body responds... **is like** a vibrating string... and the intensity of the sensation... is like a rising wave... and this delight... is like music flowing through you	#FFAB91					
1325	Complex Equivalence	...is like...	Dynamic	Playfulness	And the image taking shape... **is like** a painting revealing itself... and your curiosity... is like a child in a toy store... and this journey... is like a magical adventure	#FFAB91					
1326	Complex Equivalence	...is like...	Dynamic	Playfulness	And the way the imagination plays... **is like** dancing colors... the surprises that arrive... are like opened gifts... and this fun... is like childhood joy	#FFAB91					
1327	Complex Equivalence	...is like...	Dynamic	Desire	And the craving rising in you... **is like** a fire starting small... and the passion that grows... is like a spreading flame... and this desire... is like a deep hunger demanding to be filled	#FFAB91					
1328	Complex Equivalence	...is like...	Dynamic	Desire	And the way the body awakens... **is like** an awakening volcano... and the passion that burns... is like a fire that cannot be put out... and this urge... is like a giant sweeping wave	#FFAB91					
1329	Complex Equivalence	...is like...	Dynamic	Freedom	And the way you let go... **is like** a bird leaving a cage... and the lightness that comes... is like a feather in the air... and this freedom... is like wide open skies	#FFAB91					
1330	Complex Equivalence	...is like...	Dynamic	Freedom	And the feeling of being free... **is like** stripping off heavy armor... and the space that opens... is like an infinite horizon... and this release... is like flying over the world	#FFAB91					
1331	Complex Equivalence	...is like...	Dynamic	Mischief	And the smile that rises... **is like** the sun peeking through clouds... and the tickle that spreads... is like a feather running on the skin... and this fun... is like bubbles rising in champagne	#FFAB91					
1332	Complex Equivalence	...is like...	Dynamic	Mischief	And the way you play... **is like** a girl in the garden... and the lightness... is like a flying balloon... and this joy... is like never-ending laughter	#FFAB91					
1333	Complex Equivalence	...is like...	Dynamic	Sexy	And the way the skin responds... **is like** soft electricity... and the sensuality that flows... is like silk on the body... and this arousal... is like a subterranean fire	#FFAB91					
1334	Complex Equivalence	...is like...	Dynamic	Sexy	And the feeling of feminine power... **is like** an ancient goddess... and the full sensuality... is like a wild dance... and this magnetism... is like a force pulling everything to it	#FFAB91					
1335	Complex Equivalence	...is like...	Dynamic	Wildness	And the way the body acts... **is like** an animal in the forest... and the instincts... are like a pure sixth sense... and this wildness... is like an unstoppable storm	#FFAB91					
1336	Complex Equivalence	...is like...	Dynamic	Wildness	And the feeling of losing control... **is like** a free fall... and the primitive urge... is like a lion's roar... and this freedom... is like running wild in the desert	#FFAB91					
1337	Complex Equivalence	...is like...	Dynamic	Joy	And the light in the heart... **is like** a shining sun... and the joy that bursts... is like the arrival of spring... and this happiness... is like a never-ending melody	#FFAB91					
1338	Complex Equivalence	...is like...	Dynamic	Joy	And the way the heart opens... **is like** a blooming flower... and the glow in the eyes... is like stars at night... and this life... is like a dance of light	#FFAB91					
1339	Complex Equivalence	...is like...	Dynamic	Safety & Trust	And the feeling of safety... **is like** being in a strong embrace... and the relaxation that comes... is like sinking into a soft bed... and this serenity... is like knowing everything will be okay	#FFAB91					
1340	Complex Equivalence	...is like...	Dynamic	Safety & Trust	And the way you trust... **is like** a child in a father's arms... and the protection around... is like a golden shield... and this quiet... is like a safe harbor in a storm	#FFAB91					
1341	Complex Equivalence	Every time you... you...	Dynamic	Relaxation	**Every time you** breathe deeply... **you** sink deeper... every time you listen to my voice... you relax more... every time you let go... the quiet grows	#FFAB91					
1342	Complex Equivalence	Every time you... you...	Dynamic	Relaxation	**Every time** time passes... **you** are more serene... every time the body releases... the calmness deepens... every time you hear these words... you go deeper down	#FFAB91					
1343	Complex Equivalence	Every time you... you...	Dynamic	Pleasure	**Every time you** feel a pleasant sensation... it grows... every time you give in to it... it intensifies... every time you open up... the pleasure flows stronger	#FFAB91					
1344	Complex Equivalence	Every time you... you...	Dynamic	Pleasure	**Every time** the body responds... the enjoyment is stronger... every time you allow... the sensations increase... every time you enjoy... you want more and more	#FFAB91					
1345	Complex Equivalence	Every time you... you...	Dynamic	Playfulness	**Every time** the image changes... **you** are more involved... every time you are curious... the journey is more interesting... every time you discover... the fun grows	#FFAB91					
1346	Complex Equivalence	Every time you... you...	Dynamic	Playfulness	**Every time** the imagination plays... creativity flows... every time you don't judge... surprises arrive... every time you enjoy... it's more fun	#FFAB91					
1347	Complex Equivalence	Every time you... you...	Dynamic	Desire	**Every time** the craving rises... **you** want more... every time the body awakens... the desire increases... every time you feel it... the passion burns stronger	#FFAB91					
1348	Complex Equivalence	Every time you... you...	Dynamic	Desire	**Every time** the heart beats... the passion intensifies... every time you don't hold back... the urge is stronger... every time you give in to it... it takes you more	#FFAB91					
1349	Complex Equivalence	Every time you... you...	Dynamic	Freedom	**Every time you** release something... **you** are lighter... every time a chain falls... the space grows... every time you breathe freely... you fly higher	#FFAB91					
1350	Complex Equivalence	Every time you... you...	Dynamic	Freedom	**Every time you** give yourself permission... the freedom expands... every time the fears leave... the wings are stronger... every time you let go... you are more free	#FFAB91					
1351	Complex Equivalence	Every time you... you...	Dynamic	Mischief	**Every time you** smile... the mischief rises... every time you play... the fun grows... every time you are light... life is more beautiful	#FFAB91					
1352	Complex Equivalence	Every time you... you...	Dynamic	Mischief	**Every time** the tickle begins... **you** laugh more... every time you are not serious... the lightness grows... every time you enjoy... the laughter is stronger	#FFAB91					
1353	Complex Equivalence	Every time you... you...	Dynamic	Sexy	**Every time** the skin awakens... the sensitivity rises... every time the body is aroused... the sensuality grows... every time you are aware... you are more alive	#FFAB91					
1354	Complex Equivalence	Every time you... you...	Dynamic	Sexy	**Every time** the femininity bursts... the power grows... every time you are not ashamed... the sensuality is freer... every time you tantalize... you are more magnetic	#FFAB91					
1355	Complex Equivalence	Every time you... you...	Dynamic	Wildness	**Every time** control slips... the wildness rises... every time the instincts speak... the body acts stronger... every time you let go... the animal is freer	#FFAB91					
1356	Complex Equivalence	Every time you... you...	Dynamic	Wildness	**Every time** the urge increases... **you** control less... every time you give in... the wildness takes over more... every time this happens... you are more real	#FFAB91					
1357	Complex Equivalence	Every time you... you...	Dynamic	Joy	**Every time** the heart opens... the joy grows... every time you allow happiness... it shines stronger... every time you smile... the light spreads	#FFAB91					
1358	Complex Equivalence	Every time you... you...	Dynamic	Joy	**Every time** the joy bursts... **you** are happier... every time you give... the happiness fills more... every time you shine... everything is more beautiful	#FFAB91					
1359	Complex Equivalence	Every time you... you...	Dynamic	Safety & Trust	**Every time you** feel safe... **you** let go more... every time you trust... the safety is deeper... every time you know you are protected... you are more serene	#FFAB91					
1360	Complex Equivalence	Every time you... you...	Dynamic	Safety & Trust	**Every time** the body releases... the protection is stronger... every time the tension leaves... the safety grows... every time you relax... you are safer	#FFAB91					
1361	Complex Equivalence	When you... you...	Dynamic	Relaxation	**When you** breathe deeply... **you** calm the body... when you listen... you sink inward... when you let go... you enter into quiet	#FFAB91					
1362	Complex Equivalence	When you... you...	Dynamic	Relaxation	**When you** close your eyes... **you** open an inner world... when you relax... you discover serenity... when you sink... you find absolute quiet	#FFAB91					
1363	Complex Equivalence	When you... you...	Dynamic	Pleasure	**When you** feel... **you** amplify... when you open... you receive... when you enjoy... you want more	#FFAB91					
1364	Complex Equivalence	When you... you...	Dynamic	Pleasure	**When you** are aware of sensations... **you** strengthen them... when you give them space... you fill with them... when you allow... you experience fully	#FFAB91					
1365	Complex Equivalence	When you... you...	Dynamic	Playfulness	**When you** imagine... **you** create... when you play... you live... when you are curious... you discover	#FFAB91					
1366	Complex Equivalence	When you... you...	Dynamic	Playfulness	**When you** don't judge... **you** are free... when you enjoy the journey... you are completely in it... when you marvel... you awaken	#FFAB91					
1367	Complex Equivalence	When you... you...	Dynamic	Desire	**When you** think about it... **you** arouse... when you feel the craving... you strengthen it... when you give in to it... you are taken	#FFAB91					
1368	Complex Equivalence	When you... you...	Dynamic	Desire	**When you** want... **you** ignite... when you don't hold back... you release yourself... when you allow... you burn	#FFAB91					
1369	Complex Equivalence	When you... you...	Dynamic	Freedom	**When you** release... **you** rise... when you give to yourself... you receive... when you spread wings... you fly	#FFAB91					
1370	Complex Equivalence	When you... you...	Dynamic	Freedom	**When you** let go of control... **you** find freedom... when you are not afraid... you expand... when you breathe freely... you live	#FFAB91					
1371	Complex Equivalence	When you... you...	Dynamic	Mischief	**When you** smile... **you** awaken joy... when you play... you enjoy... when you are light... you are happy	#FFAB91					
1372	Complex Equivalence	When you... you...	Dynamic	Mischief	**When you** are not serious... **you** are free... when you laugh... you release... when you are mischievous... you live	#FFAB91					
1373	Complex Equivalence	When you... you...	Dynamic	Sexy	**When you** are aware of the body... **you** arouse it... when you feel sensuality... you amplify it... when you give... you receive	#FFAB91					
1374	Complex Equivalence	When you... you...	Dynamic	Sexy	**When you** allow femininity... **you** release power... when you are not ashamed... you shine... when you tantalize... you are aroused	#FFAB91					
1375	Complex Equivalence	When you... you...	Dynamic	Wildness	**When you** let go of control... **you** release wildness... when you listen to instincts... you act truly... when you give in... you are free	#FFAB91					
1376	Complex Equivalence	When you... you...	Dynamic	Wildness	**When you** don't fight... **you** find power... when you release the animal... you truly live... when you are wild... you are whole	#FFAB91					
1377	Complex Equivalence	When you... you...	Dynamic	Joy	**When you** open the heart... **you** receive light... when you allow joy... you fill with it... when you smile... you shine	#FFAB91					
1378	Complex Equivalence	When you... you...	Dynamic	Joy	**When you** give in to happiness... **you** find it... when you don't push it away... you receive... when you are joyful... you live fully	#FFAB91					
1379	Complex Equivalence	When you... you...	Dynamic	Safety & Trust	**When you** feel safe... **you** let go... when you trust... you relax... when you are protected... you are serene	#FFAB91					
1380	Complex Equivalence	When you... you...	Dynamic	Safety & Trust	**When you** know I am here... **you** can let go... when you let me guard... you are free to be... when you are safe... you are full	#FFAB91					
1381	Complex Equivalence	And the more you... the more...	Dynamic	Relaxation	**And the more you** breathe deeper... **the more** you sink deeper... and the more you let go... the more the calmness grows... and the more serene you are... the more the quiet deepens	#FFAB91					
1382	Complex Equivalence	And the more you... the more...	Dynamic	Relaxation	**And the more you** listen... **the more** you go inside... and the more relaxed you are... the more the body releases... and the quieter you are... the more absolute the serenity	#FFAB91					
1383	Complex Equivalence	And the more you... the more...	Dynamic	Pleasure	**And the more you** feel... **the more** the sensations grow... and the more open you are... the more the pleasure flows... and the more you enjoy... the more the enjoyment intensifies	#FFAB91					
1384	Complex Equivalence	And the more you... the more...	Dynamic	Pleasure	**And the more you** are aware... **the more** the delight is strong... and the more you allow... the more the sensations fill... and the better it is... the more you want more	#FFAB91					
1385	Complex Equivalence	And the more you... the more...	Dynamic	Playfulness	**And the more you** imagine... **the more** the image is alive... and the more curious you are... the more fascinating the journey is... and the more you play... the more the fun grows	#FFAB91					
1386	Complex Equivalence	And the more you... the more...	Dynamic	Playfulness	**And the more you** judge less... **the more** creativity flows... and the more involved you are... the more surprises arrive... and the more you enjoy... the more fun it is	#FFAB91					
1387	Complex Equivalence	And the more you... the more...	Dynamic	Desire	**And the more you** feel... **the more** the craving rises... and the more you want... the more the desire grows... and the more excited you are... the more the passion burns	#FFAB91					
1388	Complex Equivalence	And the more you... the more...	Dynamic	Desire	**And the more you** hold back less... **the more** the passion is free... and the more aware you are... the stronger the urge... and the more you give in... the more it takes	#FFAB91					
1389	Complex Equivalence	And the more you... the more...	Dynamic	Freedom	**And the more you** release... **the more** light you are... and the less you limit... the more the space grows... and the freer you are... the more you fly	#FFAB91					
1390	Complex Equivalence	And the more you... the more...	Dynamic	Freedom	**And the more you** fear less... **the more** the wings are strong... and the more open you are... the more possibilities there are... and the more you let go... the more absolute the freedom is	#FFAB91					
1391	Complex Equivalence	And the more you... the more...	Dynamic	Mischief	**And the more you** smile... **the more** the mischief rises... and the more you play... the more the fun grows... and the lighter you are... the more beautiful life is	#FFAB91					
1392	Complex Equivalence	And the more you... the more...	Dynamic	Mischief	**And the more you** are less serious... **the more** the tickle begins... and the more you enjoy... the more the laughter comes... and the more mischievous you are... the more the joy grows	#FFAB91					
1393	Complex Equivalence	And the more you... the more...	Dynamic	Sexy	**And the more you** are aware... **the more** the skin awakens... and the more sensitive you are... the more sensuality rises... and the less ashamed you are... the more alive you are	#FFAB91					
1394	Complex Equivalence	And the more you... the more...	Dynamic	Sexy	**And the more you** are feminine... **the more** the power grows... and the less you block... the more the sensuality flows... and the more tantalizing you are... the more magnetic you are	#FFAB91					
1395	Complex Equivalence	And the more you... the more...	Dynamic	Wildness	**And the more you** control less... **the more** the wildness rises... and the more you listen... the more the instincts speak... and the more you release... the freer the animal is	#FFAB91					
1396	Complex Equivalence	And the more you... the more...	Dynamic	Wildness	**And the more you** fight less... **the more** the urge grows... and the more you give in... the more the wildness takes over... and the wilder you are... the more real you are	#FFAB91					
1397	Complex Equivalence	And the more you... the more...	Dynamic	Joy	**And the more you** open up... **the more** the light enters... and the more you allow... the more the joy bursts... and the happier you are... the more everything glows	#FFAB91					
1398	Complex Equivalence	And the more you... the more...	Dynamic	Joy	**And the more you** push away less... **the more** the happiness flows... and the more you give in... the more the heart fills... and the more joyful you are... the more alive you are	#FFAB91					
1399	Complex Equivalence	And the more you... the more...	Dynamic	Safety & Trust	**And the more you** are safe... **the more** you let go... and the more you trust... the deeper the safety is... and the more protected you are... the more serene you are	#FFAB91					
1400	Complex Equivalence	And the more you... the more...	Dynamic	Safety & Trust	**And the more you** guard less... **the more** the protection is strong... and the more you relax... the more the tension leaves... and the safer you are... the more full you are	#FFAB91					
1401	Complex Equivalence	...just as...	Dynamic	Relaxation	And your body begins to relax... **just as** it knows how... and the calmness spreads... just as it should... and the quiet grows... just as you want	#FFAB91					
1402	Complex Equivalence	...just as...	Dynamic	Relaxation	And you sink deep... **just as** the water carries... and the breathing flows... just as waves move... and the serenity comes... just as it should be	#FFAB91					
1403	Complex Equivalence	...just as...	Dynamic	Pleasure	And the sensations grow... **just as** a flower blooms... and the pleasure spreads... just as the sun spreads... and the enjoyment fills... just as water fills a vessel	#FFAB91					
1404	Complex Equivalence	...just as...	Dynamic	Pleasure	And the body responds... **just as** a string vibrates... and the delight rises... just as a wave rises... and the pleasure takes... just as it should take	#FFAB91					
1405	Complex Equivalence	...just as...	Dynamic	Playfulness	And the image takes shape... **just as** a cloud takes form... and curiosity grows... just as a child discovers... and the fun comes... just as it should come	#FFAB91					
1406	Complex Equivalence	...just as...	Dynamic	Playfulness	And the imagination plays... **just as** colors dance... and surprises arrive... just as gifts are opened... and the journey flows... just as a river flows	#FFAB91					
1407	Complex Equivalence	...just as...	Dynamic	Desire	And the craving rises... **just as** a fire grows... and the desire intensifies... just as a flame spreads... and the passion burns... just as it should burn	#FFAB91					
1408	Complex Equivalence	...just as...	Dynamic	Desire	And the body awakens... **just as** a volcano awakens... and the passion takes... just as a wave sweeps... and the urge rules... just as it should rule	#FFAB91					
1409	Complex Equivalence	...just as...	Dynamic	Freedom	And the chains fall... **just as** shackles break... and the space opens... just as the skies open... and the freedom flows... just as the wind flows	#FFAB91					
1410	Complex Equivalence	...just as...	Dynamic	Freedom	And you fly... **just as** a bird flies... and the lightness comes... just as a feather floats... and the release is full... just as you should be released	#FFAB91					
1411	Complex Equivalence	...just as...	Dynamic	Mischief	And the smile rises... **just as** the sun shines... and the tickle spreads... just as a feather runs... and the fun grows... just as bubbles rise	#FFAB91					
1412	Complex Equivalence	...just as...	Dynamic	Mischief	And the mischief awakens... **just as** a girl plays... and the laughter comes... just as a spring bubbles... and the lightness is there... just as it should be	#FFAB91					
1413	Complex Equivalence	...just as...	Dynamic	Sexy	And the skin awakens... **just as** silk touches... and the sensuality flows... just as water flows... and the body demands... just as it should demand	#FFAB91					
1414	Complex Equivalence	...just as...	Dynamic	Sexy	And femininity bursts... **just as** a flower opens... and the power grows... just as a fire grows... and the magnetism is there... just as it should be	#FFAB91					
1415	Complex Equivalence	...just as...	Dynamic	Wildness	And the instincts speak... **just as** nature speaks... and the wildness rises... just as an animal awakens... and the power bursts... just as it should burst	#FFAB91					
1416	Complex Equivalence	...just as...	Dynamic	Wildness	And the body acts... **just as** a tiger jumps... and the urge takes... just as a storm takes... and the freedom comes... just as it should come	#FFAB91					
1417	Complex Equivalence	...just as...	Dynamic	Joy	And the heart opens... **just as** a flower blooms... and the joy bursts... just as the sun shines... and the light fills... just as light fills a room	#FFAB91					
1418	Complex Equivalence	...just as...	Dynamic	Joy	And the happiness flows... **just as** a spring flows... and the glow grows... just as stars shine... and life is full... just as it should be	#FFAB91					
1419	Complex Equivalence	...just as...	Dynamic	Safety & Trust	And the safety sinks in... **just as** an anchor sets... and the body relaxes... just as a child calms down... and the serenity comes... just as it should come	#FFAB91					
1420	Complex Equivalence	...just as...	Dynamic	Safety & Trust	And the protection surrounds... **just as** an embrace surrounds... and the tension goes... just as shadows disappear... and the quiet is full... just as it should be	#FFAB91					
1421	Complex Equivalence	And so, just like...	Dynamic	Relaxation	And you sink deep... **and so, just like** a stone sinking in water... and the calmness spreads... and so, just like melting ice... and the quiet fills... and so, just like a surrounding fog	#FFAB91					
1422	Complex Equivalence	And so, just like...	Dynamic	Relaxation	And the body releases... **and so, just like** a rope loosening... and the breathing flows... and so, just like a calm river... and the serenity comes... and so, just like a quiet sunset	#FFAB91					
1423	Complex Equivalence	And so, just like...	Dynamic	Pleasure	And the sensations grow... **and so, just like** a blooming flower... and the pleasure spreads... and so, just like a slow burning heat... and the enjoyment fills... and so, just like a flooding wave	#FFAB91					
1424	Complex Equivalence	And so, just like...	Dynamic	Pleasure	And the body responds... **and so, just like** a played violin... and the delight rises... and so, just like an inflating balloon... and the pleasure takes... and so, just like a sweeping current	#FFAB91					
1425	Complex Equivalence	And so, just like...	Dynamic	Playfulness	And the image takes shape... **and so, just like** a developing picture... and curiosity grows... and so, just like a discovering child... and the fun comes... and so, just like an opened gift	#FFAB91					
1426	Complex Equivalence	And so, just like...	Dynamic	Playfulness	And the imagination plays... **and so, just like** a moving dancer... and the surprises arrive... and so, just like bursting fireworks... and the journey flows... and so, just like a revealing story	#FFAB91					
1427	Complex Equivalence	And so, just like...	Dynamic	Desire	And the craving rises... **and so, just like** a growing flame... and the desire intensifies... and so, just like a strengthening storm... and the passion burns... and so, just like a wild fire	#FFAB91					
1428	Complex Equivalence	And so, just like...	Dynamic	Desire	And the body awakens... **and so, just like** an erupting volcano... and the passion takes... and so, just like a rushing river... and the urge rules... and so, just like a hunting predator	#FFAB91					
1429	Complex Equivalence	And so, just like...	Dynamic	Freedom	And the chains fall... **and so, just like** breaking shackles... and the space opens... and so, just like wide open doors... and the freedom flows... and so, just like an unstoppable wind	#FFAB91					
1430	Complex Equivalence	And so, just like...	Dynamic	Freedom	And you fly... **and so, just like** a released bird... and the lightness comes... and so, just like a flying feather... and the release is full... and so, just like open skies	#FFAB91					
1431	Complex Equivalence	And so, just like...	Dynamic	Mischief	And the smile rises... **and so, just like** the peeking sun... and the tickle spreads... and so, just like a running feather... and the fun grows... and so, just like bubbles in champagne	#FFAB91					
1432	Complex Equivalence	And so, just like...	Dynamic	Mischief	And the mischief awakens... **and so, just like** a playing girl... and the laughter comes... and so, just like a bursting wave... and the lightness is there... and so, just like a light dance	#FFAB91					
1433	Complex Equivalence	And so, just like...	Dynamic	Sexy	And the skin awakens... **and so, just like** touching silk... and the sensuality flows... and so, just like an electric current... and the body demands... and so, just like a pulling magnet	#FFAB91					
1434	Complex Equivalence	And so, just like...	Dynamic	Sexy	And femininity bursts... **and so, just like** an awakening goddess... and the power grows... and so, just like a burning fire... and the magnetism is there... and so, just like an unstoppable force	#FFAB91					
1435	Complex Equivalence	And so, just like...	Dynamic	Wildness	And the instincts speak... **and so, just like** a hunting animal... and the wildness rises... and so, just like a starting storm... and the power bursts... and so, just like a river breaking a dam	#FFAB91					
1436	Complex Equivalence	And so, just like...	Dynamic	Wildness	And the body acts... **and so, just like** a jumping tiger... and the urge takes... and so, just like a tsunami wave... and the freedom comes... and so, just like a released savage	#FFAB91					
1437	Complex Equivalence	And so, just like...	Dynamic	Joy	And the heart opens... **and so, just like** a blooming flower... and the joy bursts... and so, just like a sunrise... and the light fills... and so, just like an illuminating sun	#FFAB91					
1438	Complex Equivalence	And so, just like...	Dynamic	Joy	And the happiness flows... **and so, just like** a bubbling spring... and the glow grows... and so, just like revealing stars... and life is full... and so, just like a blooming garden	#FFAB91					
1439	Complex Equivalence	And so, just like...	Dynamic	Safety & Trust	And the safety sinks in... **and so, just like** a stabilizing anchor... and the body relaxes... and so, just like a child in an embrace... and the serenity comes... and so, just like a safe harbor	#FFAB91					
1440	Complex Equivalence	And so, just like...	Dynamic	Safety & Trust	And the protection surrounds... **and so, just like** a golden shield... and the tension goes... and so, just like a scattering cloud... and the quiet is full... and so, just like a quiet lake	#FFAB91					
1441	Spectrum of Necessity	It feels so right...	Dynamic	Relaxation	**It feels so right** to simply let go of everything now... to let the body turn off the engines and sink into this quiet that has always waited for you	#FFCC80					
1442	Spectrum of Necessity	It feels so right...	Dynamic	Relaxation	**It feels so right** to give up the need to hold the world... and simply melt into the mattress with a pleasant, liberating heaviness	#FFCC80					
1443	Spectrum of Necessity	It feels so right...	Dynamic	Pleasure	**It feels so right** to give in to these warm currents... to agree to receive all this goodness that your body knows how to produce	#FFCC80					
1444	Spectrum of Necessity	It feels so right...	Dynamic	Pleasure	**It feels so right** to let pleasure be the only thing that exists right now... like a sun warming every hidden corner inside you	#FFCC80					
1445	Spectrum of Necessity	It feels so right...	Dynamic	Playfulness	**It feels so right** to remove the seriousness... like shedding a heavy coat on a summer day... and simply to laugh and play for no reason	#FFCC80					
1446	Spectrum of Necessity	It feels so right...	Dynamic	Playfulness	**It feels so right** to be light and amused... to let curiosity lead you like a little girl in a candy store	#FFCC80					
1447	Spectrum of Necessity	It feels so right...	Dynamic	Desire	**It feels so right** to let this fire burn... to stop fighting the passion and let it consume any resistance along the way	#FFCC80					
1448	Spectrum of Necessity	It feels so right...	Dynamic	Desire	**It feels so right** to want this with all your might... to let this hunger rise from the belly and take over every thought	#FFCC80					
1449	Spectrum of Necessity	It feels so right...	Dynamic	Freedom	**It feels so right** to spread wings now... to know there is no ceiling above you... only infinite skies and open possibilities	#FFCC80					
1450	Spectrum of Necessity	It feels so right...	Dynamic	Freedom	**It feels so right** to release all the old chains... simply let them fall to the floor and remain light, clean, and free	#FFCC80					
1451	Spectrum of Necessity	It feels so right...	Dynamic	Mischief	**It feels so right** to do some silly things... to let this mischievous smile rise on your lips and rebel quietly	#FFCC80					
